date,state,manufacturer,vehicle_type,vehicle_category,sales_amount,price_range,battery_capacity,charging_time,market_share
2023-04-01,Washington,Volkswagen,Electric,SUV,1408,45000-55000,77,35.0,0.06
2023-04-01,Washington,Ford,Electric,Truck,1232,55000-65000,98,40.0,0.05
2023-04-01,Washington,Kia,Electric,SUV,1056,38000-48000,64,30.0,0.05
2023-04-01,Washington,Audi,Electric,SUV,880,65000-75000,95,40.0,0.04
2023-04-01,Washington,Chevrolet,Electric,SUV,704,40000-50000,65,30.0,0.03
2023-04-01,Washington,Rivian,Electric,Truck,528,70000-80000,135,50.0,0.02
2023-04-01,Washington,Mercedes,Electric,Sedan,352,75000-85000,90,35.0,0.02
2023-04-01,Arizona,Tesla,Electric,Sedan,4929,75000-85000,75,45.0,0.25
2023-04-01,Arizona,BYD,Electric,Sedan,2464,45000-55000,60,35.0,0.12
2023-04-01,Arizona,Nissan,Electric,Hatchback,1584,35000-45000,40,25.0,0.08
2023-04-01,Arizona,Hyundai,Electric,SUV,1232,40000-50000,64,30.0,0.06
2023-04-01,Arizona,Ford,Electric,Truck,1056,55000-65000,98,40.0,0.05
2023-04-01,Arizona,Volkswagen,Electric,SUV,880,45000-55000,77,35.0,0.04
2023-04-01,Arizona,Kia,Electric,SUV,704,38000-48000,64,30.0,0.04
2023-04-01,Arizona,Chevrolet,Electric,SUV,528,40000-50000,65,30.0,0.03
2023-04-01,Arizona,Audi,Electric,SUV,352,65000-75000,95,40.0,0.02
2023-04-01,Arizona,Rivian,Electric,Truck,352,70000-80000,135,50.0,0.02
2023-04-01,Arizona,Mercedes,Electric,Sedan,176,75000-85000,90,35.0,0.01
2023-05-01,California,Tesla,Electric,Sedan,22357,75000-85000,75,45.0,0.28
2023-05-01,Tesla,Electric,SUV,8900,0,100,60,0.2,
2023-05-01,California,BYD,Electric,Sedan,11983,45000-55000,60,35.0,0.15
2023-05-01,California,Nissan,Electric,Hatchback,8048,35000-45000,40,25.0,0.1
2023-05-01,California,Ford,Electric,Truck,5723,55000-65000,98,40.0,0.07
2023-05-01,California,Volkswagen,Electric,SUV,5008,45000-55000,77,35.0,0.06
2023-05-01,California,Hyundai,Electric,SUV,4292,40000-50000,64,30.0,0.05
2023-05-01,California,Kia,Electric,SUV,3756,38000-48000,64,30.0,0.05
2023-05-01,California,Audi,Electric,SUV,3219,65000-75000,95,40.0,0.04
2023-05-01,California,Mercedes,Electric,Sedan,2682,75000-85000,90,35.0,0.03
2023-05-01,New York,Tesla,Electric,Sedan,15918,75000-85000,75,45.0,0.25
2023-05-01,New York,Ford,Electric,Truck,3756,55000-65000,98,40.0,0.06
2023-05-01,New York,Nissan,Electric,Hatchback,3219,35000-45000,40,25.0,0.05
2023-05-01,New York,Hyundai,Electric,SUV,2861,40000-50000,64,30.0,0.04
2023-05-01,New York,BYD,Electric,Sedan,2504,45000-55000,60,35.0,0.04
2023-05-01,New York,Volkswagen,Electric,SUV,2146,45000-55000,77,35.0,0.03
2023-05-01,New York,Kia,Electric,SUV,1967,38000-48000,64,30.0,0.03
2023-05-01,New York,Audi,Electric,SUV,1609,65000-75000,95,40.0,0.03
2023-05-01,New York,Mercedes,Electric,Sedan,1430,75000-85000,90,35.0,0.02
2023-05-01,New York,Rivian,Electric,Truck,1252,70000-80000,135,50.0,0.02
2023-05-01,Texas,Tesla,Electric,SUV,11983,85000-95000,100,60.0,0.22
2023-05-01,Texas,Ford,Electric,Truck,6081,55000-65000,98,40.0,0.11
2023-05-01,Texas,BYD,Electric,Sedan,4113,45000-55000,60,35.0,0.08
2023-05-01,Texas,Nissan,Electric,Hatchback,3219,35000-45000,40,25.0,0.06
2023-05-01,Texas,Hyundai,Electric,SUV,2861,40000-50000,64,30.0,0.05
2023-05-01,Texas,Volkswagen,Electric,SUV,2504,45000-55000,77,35.0,0.05
2023-05-01,Texas,Kia,Electric,SUV,2146,38000-48000,64,30.0,0.04
2023-05-01,Texas,Rivian,Electric,Truck,1967,70000-80000,135,50.0,0.04
2023-05-01,Texas,Chevrolet,Electric,SUV,1609,40000-50000,65,30.0,0.03
2023-05-01,Texas,Audi,Electric,SUV,1430,65000-75000,95,40.0,0.03
2023-05-01,Florida,Tesla,Electric,Sedan,10016,75000-85000,75,45.0,0.24
2023-05-01,Florida,BYD,Electric,Sedan,5008,45000-55000,60,35.0,0.12
2023-05-01,Florida,Nissan,Electric,Hatchback,3398,35000-45000,40,25.0,0.08
2023-05-01,Florida,Ford,Electric,Truck,2504,55000-65000,98,40.0,0.06
2023-05-01,Florida,Hyundai,Electric,SUV,2146,40000-50000,64,30.0,0.05
2023-05-01,Florida,Volkswagen,Electric,SUV,1788,45000-55000,77,35.0,0.04
2023-05-01,Florida,Kia,Electric,SUV,1609,38000-48000,64,30.0,0.04
2023-05-01,Florida,Chevrolet,Electric,SUV,1252,40000-50000,65,30.0,0.03
2023-05-01,Florida,Audi,Electric,SUV,1073,65000-75000,95,40.0,0.03
2023-05-01,Florida,Mercedes,Electric,Sedan,894,75000-85000,90,35.0,0.02
2023-05-01,Washington,Tesla,Electric,SUV,6081,85000-95000,100,60.0,0.26
2023-05-01,Washington,BYD,Electric,Sedan,3040,45000-55000,60,35.0,0.13
2023-05-01,Washington,Nissan,Electric,Hatchback,1967,35000-45000,40,25.0,0.08
2023-05-01,Washington,Hyundai,Electric,SUV,1609,40000-50000,64,30.0,0.07
2023-05-01,Washington,Volkswagen,Electric,SUV,1430,45000-55000,77,35.0,0.06
2023-05-01,Washington,Ford,Electric,Truck,1252,55000-65000,98,40.0,0.05
2023-05-01,Washington,Kia,Electric,SUV,1073,38000-48000,64,30.0,0.05
2023-05-01,Washington,Audi,Electric,SUV,894,65000-75000,95,40.0,0.04
2023-05-01,Washington,Chevrolet,Electric,SUV,715,40000-50000,65,30.0,0.03
2023-05-01,Washington,Rivian,Electric,Truck,536,70000-80000,135,50.0,0.02
2023-05-01,Washington,Mercedes,Electric,Sedan,357,75000-85000,90,35.0,0.02
2023-05-01,Arizona,Tesla,Electric,Sedan,5008,75000-85000,75,45.0,0.25
2023-05-01,Arizona,BYD,Electric,Sedan,2504,45000-55000,60,35.0,0.12
2023-05-01,Arizona,Nissan,Electric,Hatchback,1609,35000-45000,40,25.0,0.08
2023-05-01,Arizona,Hyundai,Electric,SUV,1252,40000-50000,64,30.0,0.06
2023-05-01,Arizona,Ford,Electric,Truck,1073,55000-65000,98,40.0,0.05
2023-05-01,Arizona,Volkswagen,Electric,SUV,894,45000-55000,77,35.0,0.04
2023-05-01,Arizona,Kia,Electric,SUV,715,38000-48000,64,30.0,0.04
2023-05-01,Arizona,Chevrolet,Electric,SUV,536,40000-50000,65,30.0,0.03
2023-05-01,Arizona,Audi,Electric,SUV,357,65000-75000,95,40.0,0.02
2023-05-01,Arizona,Rivian,Electric,Truck,357,70000-80000,135,50.0,0.02
2023-05-01,Arizona,Mercedes,Electric,Sedan,178,75000-85000,90,35.0,0.01
2023-06-01,California,Tesla,Electric,Sedan,23182,75000-85000,75,45.0,0.28
2023-06-01,Tesla,Electric,SUV,8900,0,100,60,0.2,
2023-06-01,California,BYD,Electric,Sedan,12425,45000-55000,60,35.0,0.15
2023-06-01,California,Nissan,Electric,Hatchback,8345,35000-45000,40,25.0,0.1
2023-06-01,California,Ford,Electric,Truck,5934,55000-65000,98,40.0,0.07
2023-06-01,California,Volkswagen,Electric,SUV,5192,45000-55000,77,35.0,0.06
2023-06-01,California,Hyundai,Electric,SUV,4451,40000-50000,64,30.0,0.05
2023-06-01,California,Kia,Electric,SUV,3894,38000-48000,64,30.0,0.05
2023-06-01,California,Audi,Electric,SUV,3338,65000-75000,95,40.0,0.04
2023-06-01,California,Mercedes,Electric,Sedan,2781,75000-85000,90,35.0,0.03
2023-06-01,New York,Tesla,Electric,Sedan,16505,75000-85000,75,45.0,0.25
2023-06-01,New York,Ford,Electric,Truck,3894,55000-65000,98,40.0,0.06
2023-06-01,New York,Nissan,Electric,Hatchback,3338,35000-45000,40,25.0,0.05
2023-06-01,New York,Hyundai,Electric,SUV,2967,40000-50000,64,30.0,0.04
2023-06-01,New York,BYD,Electric,Sedan,2596,45000-55000,60,35.0,0.04
2023-06-01,New York,Volkswagen,Electric,SUV,2225,45000-55000,77,35.0,0.03
2023-06-01,New York,Kia,Electric,SUV,2040,38000-48000,64,30.0,0.03
2023-06-01,New York,Audi,Electric,SUV,1669,65000-75000,95,40.0,0.03
2023-06-01,New York,Mercedes,Electric,Sedan,1483,75000-85000,90,35.0,0.02
2023-06-01,New York,Rivian,Electric,Truck,1298,70000-80000,135,50.0,0.02
2023-06-01,Texas,Tesla,Electric,SUV,12425,85000-95000,100,60.0,0.22
2023-06-01,Texas,Ford,Electric,Truck,6305,55000-65000,98,40.0,0.11
2023-06-01,Texas,BYD,Electric,Sedan,4265,45000-55000,60,35.0,0.08
2023-06-01,Texas,Nissan,Electric,Hatchback,3338,35000-45000,40,25.0,0.06
2023-06-01,Texas,Hyundai,Electric,SUV,2967,40000-50000,64,30.0,0.05
2023-06-01,Texas,Volkswagen,Electric,SUV,2596,45000-55000,77,35.0,0.05
2023-06-01,Texas,Kia,Electric,SUV,2225,38000-48000,64,30.0,0.04
2023-06-01,Texas,Rivian,Electric,Truck,2040,70000-80000,135,50.0,0.04
2023-06-01,Texas,Chevrolet,Electric,SUV,1669,40000-50000,65,30.0,0.03
2023-06-01,Texas,Audi,Electric,SUV,1483,65000-75000,95,40.0,0.03
2023-06-01,Florida,Tesla,Electric,Sedan,10385,75000-85000,75,45.0,0.24
2023-06-01,Florida,BYD,Electric,Sedan,5192,45000-55000,60,35.0,0.12
2023-06-01,Florida,Nissan,Electric,Hatchback,3523,35000-45000,40,25.0,0.08
2023-06-01,Florida,Ford,Electric,Truck,2596,55000-65000,98,40.0,0.06
2023-06-01,Florida,Hyundai,Electric,SUV,2225,40000-50000,64,30.0,0.05
2023-06-01,Florida,Volkswagen,Electric,SUV,1854,45000-55000,77,35.0,0.04
2023-06-01,Florida,Kia,Electric,SUV,1669,38000-48000,64,30.0,0.04
2023-06-01,Florida,Chevrolet,Electric,SUV,1298,40000-50000,65,30.0,0.03
2023-06-01,Florida,Audi,Electric,SUV,1112,65000-75000,95,40.0,0.03
2023-06-01,Florida,Mercedes,Electric,Sedan,927,75000-85000,90,35.0,0.02
2023-06-01,Washington,Tesla,Electric,SUV,6305,85000-95000,100,60.0,0.26
2023-06-01,Washington,BYD,Electric,Sedan,3152,45000-55000,60,35.0,0.13
2023-06-01,Washington,Nissan,Electric,Hatchback,2040,35000-45000,40,25.0,0.08
2023-06-01,Washington,Hyundai,Electric,SUV,1669,40000-50000,64,30.0,0.07
2023-06-01,Washington,Volkswagen,Electric,SUV,1483,45000-55000,77,35.0,0.06
2023-06-01,Washington,Ford,Electric,Truck,1298,55000-65000,98,40.0,0.05
2023-06-01,Washington,Kia,Electric,SUV,1112,38000-48000,64,30.0,0.05
2023-06-01,Washington,Audi,Electric,SUV,927,65000-75000,95,40.0,0.04
2023-06-01,Washington,Chevrolet,Electric,SUV,741,40000-50000,65,30.0,0.03
2023-06-01,Washington,Rivian,Electric,Truck,556,70000-80000,135,50.0,0.02
2023-06-01,Washington,Mercedes,Electric,Sedan,370,75000-85000,90,35.0,0.02
2023-06-01,Arizona,Tesla,Electric,Sedan,5192,75000-85000,75,45.0,0.25
2023-06-01,Arizona,BYD,Electric,Sedan,2596,45000-55000,60,35.0,0.12
2023-06-01,Arizona,Nissan,Electric,Hatchback,1669,35000-45000,40,25.0,0.08
2023-06-01,Arizona,Hyundai,Electric,SUV,1298,40000-50000,64,30.0,0.06
2023-06-01,Arizona,Ford,Electric,Truck,1112,55000-65000,98,40.0,0.05
2023-06-01,Arizona,Volkswagen,Electric,SUV,927,45000-55000,77,35.0,0.04
2023-06-01,Arizona,Kia,Electric,SUV,741,38000-48000,64,30.0,0.04
2023-06-01,Arizona,Chevrolet,Electric,SUV,556,40000-50000,65,30.0,0.03
2023-06-01,Arizona,Audi,Electric,SUV,370,65000-75000,95,40.0,0.02
2023-06-01,Arizona,Rivian,Electric,Truck,370,70000-80000,135,50.0,0.02
2023-06-01,Arizona,Mercedes,Electric,Sedan,185,75000-85000,90,35.0,0.01
2023-07-01,California,Tesla,Electric,Sedan,23605,75000-85000,75,45.0,0.28
2023-07-01,Tesla,Electric,SUV,8900,0,100,60,0.2,
2023-07-01,California,BYD,Electric,Sedan,12652,45000-55000,60,35.0,0.15
2023-07-01,California,Nissan,Electric,Hatchback,8498,35000-45000,40,25.0,0.1
2023-07-01,California,Ford,Electric,Truck,6043,55000-65000,98,40.0,0.07
2023-07-01,California,Volkswagen,Electric,SUV,5287,45000-55000,77,35.0,0.06
2023-07-01,California,Hyundai,Electric,SUV,4532,40000-50000,64,30.0,0.05
2023-07-01,California,Kia,Electric,SUV,3965,38000-48000,64,30.0,0.05
2023-07-01,California,Audi,Electric,SUV,3399,65000-75000,95,40.0,0.04
2023-07-01,California,Mercedes,Electric,Sedan,2832,75000-85000,90,35.0,0.03
2023-07-01,New York,Tesla,Electric,Sedan,16807,75000-85000,75,45.0,0.25
2023-07-01,New York,Ford,Electric,Truck,3965,55000-65000,98,40.0,0.06
2023-07-01,New York,Nissan,Electric,Hatchback,3399,35000-45000,40,25.0,0.05
2023-07-01,New York,Hyundai,Electric,SUV,3021,40000-50000,64,30.0,0.04
2023-07-01,New York,BYD,Electric,Sedan,2643,45000-55000,60,35.0,0.04
2023-07-01,New York,Volkswagen,Electric,SUV,2266,45000-55000,77,35.0,0.03
2023-07-01,New York,Kia,Electric,SUV,2077,38000-48000,64,30.0,0.03
2023-07-01,New York,Audi,Electric,SUV,1699,65000-75000,95,40.0,0.03
2023-07-01,New York,Mercedes,Electric,Sedan,1510,75000-85000,90,35.0,0.02
2023-07-01,New York,Rivian,Electric,Truck,1321,70000-80000,135,50.0,0.02
2023-07-01,Texas,Tesla,Electric,SUV,12652,85000-95000,100,60.0,0.22
2023-07-01,Texas,Ford,Electric,Truck,6420,55000-65000,98,40.0,0.11
2023-07-01,Texas,BYD,Electric,Sedan,4343,45000-55000,60,35.0,0.08
2023-07-01,Texas,Nissan,Electric,Hatchback,3399,35000-45000,40,25.0,0.06
2023-07-01,Texas,Hyundai,Electric,SUV,3021,40000-50000,64,30.0,0.05
2023-07-01,Texas,Volkswagen,Electric,SUV,2643,45000-55000,77,35.0,0.05
2023-07-01,Texas,Kia,Electric,SUV,2266,38000-48000,64,30.0,0.04
2023-07-01,Texas,Rivian,Electric,Truck,2077,70000-80000,135,50.0,0.04
2023-07-01,Texas,Chevrolet,Electric,SUV,1699,40000-50000,65,30.0,0.03
2023-07-01,Texas,Audi,Electric,SUV,1510,65000-75000,95,40.0,0.03
2023-07-01,Florida,Tesla,Electric,Sedan,10575,75000-85000,75,45.0,0.24
2023-07-01,Florida,BYD,Electric,Sedan,5287,45000-55000,60,35.0,0.12
2023-07-01,Florida,Nissan,Electric,Hatchback,3588,35000-45000,40,25.0,0.08
2023-07-01,Florida,Ford,Electric,Truck,2643,55000-65000,98,40.0,0.06
2023-07-01,Florida,Hyundai,Electric,SUV,2266,40000-50000,64,30.0,0.05
2023-07-01,Florida,Volkswagen,Electric,SUV,1888,45000-55000,77,35.0,0.04
2023-07-01,Florida,Kia,Electric,SUV,1699,38000-48000,64,30.0,0.04
2023-07-01,Florida,Chevrolet,Electric,SUV,1321,40000-50000,65,30.0,0.03
2023-07-01,Florida,Audi,Electric,SUV,1133,65000-75000,95,40.0,0.03
2023-07-01,Florida,Mercedes,Electric,Sedan,944,75000-85000,90,35.0,0.02
2023-07-01,Washington,Tesla,Electric,SUV,6420,85000-95000,100,60.0,0.26
2023-07-01,Washington,BYD,Electric,Sedan,3210,45000-55000,60,35.0,0.13
2023-07-01,Washington,Nissan,Electric,Hatchback,2077,35000-45000,40,25.0,0.08
2023-07-01,Washington,Hyundai,Electric,SUV,1699,40000-50000,64,30.0,0.07
2023-07-01,Washington,Volkswagen,Electric,SUV,1510,45000-55000,77,35.0,0.06
2023-07-01,Washington,Ford,Electric,Truck,1321,55000-65000,98,40.0,0.05
2023-07-01,Washington,Kia,Electric,SUV,1133,38000-48000,64,30.0,0.05
2023-07-01,Washington,Audi,Electric,SUV,944,65000-75000,95,40.0,0.04
2023-07-01,Washington,Chevrolet,Electric,SUV,755,40000-50000,65,30.0,0.03
2023-07-01,Washington,Rivian,Electric,Truck,566,70000-80000,135,50.0,0.02
2023-07-01,Washington,Mercedes,Electric,Sedan,377,75000-85000,90,35.0,0.02
2023-07-01,Arizona,Tesla,Electric,Sedan,5287,75000-85000,75,45.0,0.25
2023-07-01,Arizona,BYD,Electric,Sedan,2643,45000-55000,60,35.0,0.12
2023-07-01,Arizona,Nissan,Electric,Hatchback,1699,35000-45000,40,25.0,0.08
2023-07-01,Arizona,Hyundai,Electric,SUV,1321,40000-50000,64,30.0,0.06
2023-07-01,Arizona,Ford,Electric,Truck,1133,55000-65000,98,40.0,0.05
2023-07-01,Arizona,Volkswagen,Electric,SUV,944,45000-55000,77,35.0,0.04
2023-07-01,Arizona,Kia,Electric,SUV,755,38000-48000,64,30.0,0.04
2023-07-01,Arizona,Chevrolet,Electric,SUV,566,40000-50000,65,30.0,0.03
2023-07-01,Arizona,Audi,Electric,SUV,377,65000-75000,95,40.0,0.02
2023-07-01,Arizona,Rivian,Electric,Truck,377,70000-80000,135,50.0,0.02
2023-07-01,Arizona,Mercedes,Electric,Sedan,188,75000-85000,90,35.0,0.01
2023-08-01,California,Tesla,Electric,Sedan,24574,75000-85000,75,45.0,0.28
2023-08-01,Tesla,Electric,SUV,8900,0,100,60,0.2,
2023-08-01,California,BYD,Electric,Sedan,13172,45000-55000,60,35.0,0.15
2023-08-01,California,Nissan,Electric,Hatchback,8846,35000-45000,40,25.0,0.1
2023-08-01,California,Ford,Electric,Truck,6291,55000-65000,98,40.0,0.07
2023-08-01,California,Volkswagen,Electric,SUV,5504,45000-55000,77,35.0,0.06
2023-08-01,California,Hyundai,Electric,SUV,4718,40000-50000,64,30.0,0.05
2023-08-01,California,Kia,Electric,SUV,4128,38000-48000,64,30.0,0.05
2023-08-01,California,Audi,Electric,SUV,3538,65000-75000,95,40.0,0.04
2023-08-01,California,Mercedes,Electric,Sedan,2948,75000-85000,90,35.0,0.03
2023-08-01,New York,Tesla,Electric,Sedan,17497,75000-85000,75,45.0,0.25
2023-08-01,New York,Ford,Electric,Truck,4128,55000-65000,98,40.0,0.06
2023-08-01,New York,Nissan,Electric,Hatchback,3538,35000-45000,40,25.0,0.05
2023-08-01,New York,Hyundai,Electric,SUV,3145,40000-50000,64,30.0,0.04
2023-08-01,New York,BYD,Electric,Sedan,2752,45000-55000,60,35.0,0.04
2023-08-01,New York,Volkswagen,Electric,SUV,2359,45000-55000,77,35.0,0.03
2023-08-01,New York,Kia,Electric,SUV,2162,38000-48000,64,30.0,0.03
2023-08-01,New York,Audi,Electric,SUV,1769,65000-75000,95,40.0,0.03
2023-08-01,New York,Mercedes,Electric,Sedan,1572,75000-85000,90,35.0,0.02
2023-08-01,New York,Rivian,Electric,Truck,1376,70000-80000,135,50.0,0.02
2023-08-01,Texas,Tesla,Electric,SUV,13172,85000-95000,100,60.0,0.22
2023-08-01,Texas,Ford,Electric,Truck,6684,55000-65000,98,40.0,0.11
2023-08-01,Texas,BYD,Electric,Sedan,4521,45000-55000,60,35.0,0.08
2023-08-01,Texas,Nissan,Electric,Hatchback,3538,35000-45000,40,25.0,0.06
2023-08-01,Texas,Hyundai,Electric,SUV,3145,40000-50000,64,30.0,0.05
2023-08-01,Texas,Volkswagen,Electric,SUV,2752,45000-55000,77,35.0,0.05
2023-08-01,Texas,Kia,Electric,SUV,2359,38000-48000,64,30.0,0.04
2023-08-01,Texas,Rivian,Electric,Truck,2162,70000-80000,135,50.0,0.04
2023-08-01,Texas,Chevrolet,Electric,SUV,1769,40000-50000,65,30.0,0.03
2023-08-01,Texas,Audi,Electric,SUV,1572,65000-75000,95,40.0,0.03
2023-08-01,Florida,Tesla,Electric,Sedan,11009,75000-85000,75,45.0,0.24
2023-08-01,Florida,BYD,Electric,Sedan,5504,45000-55000,60,35.0,0.12
2023-08-01,Florida,Nissan,Electric,Hatchback,3735,35000-45000,40,25.0,0.08
2023-08-01,Florida,Ford,Electric,Truck,2752,55000-65000,98,40.0,0.06
2023-08-01,Florida,Hyundai,Electric,SUV,2359,40000-50000,64,30.0,0.05
2023-08-01,Florida,Volkswagen,Electric,SUV,1965,45000-55000,77,35.0,0.04
2023-08-01,Florida,Kia,Electric,SUV,1769,38000-48000,64,30.0,0.04
2023-08-01,Florida,Chevrolet,Electric,SUV,1376,40000-50000,65,30.0,0.03
2023-08-01,Florida,Audi,Electric,SUV,1179,65000-75000,95,40.0,0.03
2023-08-01,Florida,Mercedes,Electric,Sedan,982,75000-85000,90,35.0,0.02
2023-08-01,Washington,Tesla,Electric,SUV,6684,85000-95000,100,60.0,0.26
2023-08-01,Washington,BYD,Electric,Sedan,3342,45000-55000,60,35.0,0.13
2023-08-01,Washington,Nissan,Electric,Hatchback,2162,35000-45000,40,25.0,0.08
2023-08-01,Washington,Hyundai,Electric,SUV,1769,40000-50000,64,30.0,0.07
2023-08-01,Washington,Volkswagen,Electric,SUV,1572,45000-55000,77,35.0,0.06
2023-08-01,Washington,Ford,Electric,Truck,1376,55000-65000,98,40.0,0.05
2023-08-01,Washington,Kia,Electric,SUV,1179,38000-48000,64,30.0,0.05
2023-08-01,Washington,Audi,Electric,SUV,982,65000-75000,95,40.0,0.04
2023-08-01,Washington,Chevrolet,Electric,SUV,786,40000-50000,65,30.0,0.03
2023-08-01,Washington,Rivian,Electric,Truck,589,70000-80000,135,50.0,0.02
2023-08-01,Washington,Mercedes,Electric,Sedan,393,75000-85000,90,35.0,0.02
2023-08-01,Arizona,Tesla,Electric,Sedan,5504,75000-85000,75,45.0,0.25
2023-08-01,Arizona,BYD,Electric,Sedan,2752,45000-55000,60,35.0,0.12
2023-08-01,Arizona,Nissan,Electric,Hatchback,1769,35000-45000,40,25.0,0.08
2023-08-01,Arizona,Hyundai,Electric,SUV,1376,40000-50000,64,30.0,0.06
2023-08-01,Arizona,Ford,Electric,Truck,1179,55000-65000,98,40.0,0.05
2023-08-01,Arizona,Volkswagen,Electric,SUV,982,45000-55000,77,35.0,0.04
2023-08-01,Arizona,Kia,Electric,SUV,786,38000-48000,64,30.0,0.04
2023-08-01,Arizona,Chevrolet,Electric,SUV,589,40000-50000,65,30.0,0.03
2023-08-01,Arizona,Audi,Electric,SUV,393,65000-75000,95,40.0,0.02
2023-08-01,Arizona,Rivian,Electric,Truck,393,70000-80000,135,50.0,0.02
2023-08-01,Arizona,Mercedes,Electric,Sedan,196,75000-85000,90,35.0,0.01
2023-09-01,California,Tesla,Electric,Sedan,24733,75000-85000,75,45.0,0.28
2023-09-01,Tesla,Electric,SUV,8900,0,100,60,0.2,
2023-09-01,California,BYD,Electric,Sedan,13256,45000-55000,60,35.0,0.15
2023-09-01,California,Nissan,Electric,Hatchback,8903,35000-45000,40,25.0,0.1
2023-09-01,California,Ford,Electric,Truck,6331,55000-65000,98,40.0,0.07
2023-09-01,California,Volkswagen,Electric,SUV,5540,45000-55000,77,35.0,0.06
2023-09-01,California,Hyundai,Electric,SUV,4748,40000-50000,64,30.0,0.05
2023-09-01,California,Kia,Electric,SUV,4155,38000-48000,64,30.0,0.05
2023-09-01,California,Audi,Electric,SUV,3561,65000-75000,95,40.0,0.04
2023-09-01,California,Mercedes,Electric,Sedan,2967,75000-85000,90,35.0,0.03
2023-09-01,New York,Tesla,Electric,Sedan,17609,75000-85000,75,45.0,0.25
2023-09-01,New York,Ford,Electric,Truck,4155,55000-65000,98,40.0,0.06
2023-09-01,New York,Nissan,Electric,Hatchback,3561,35000-45000,40,25.0,0.05
2023-09-01,New York,Hyundai,Electric,SUV,3165,40000-50000,64,30.0,0.04
2023-09-01,New York,BYD,Electric,Sedan,2770,45000-55000,60,35.0,0.04
2023-09-01,New York,Volkswagen,Electric,SUV,2374,45000-55000,77,35.0,0.03
2023-09-01,New York,Kia,Electric,SUV,2176,38000-48000,64,30.0,0.03
2023-09-01,New York,Audi,Electric,SUV,1780,65000-75000,95,40.0,0.03
2023-09-01,New York,Mercedes,Electric,Sedan,1582,75000-85000,90,35.0,0.02
2023-09-01,New York,Rivian,Electric,Truck,1385,70000-80000,135,50.0,0.02
2023-09-01,Texas,Tesla,Electric,SUV,13256,85000-95000,100,60.0,0.22
2023-09-01,Texas,Ford,Electric,Truck,6727,55000-65000,98,40.0,0.11
2023-09-01,Texas,BYD,Electric,Sedan,4550,45000-55000,60,35.0,0.08
2023-09-01,Texas,Nissan,Electric,Hatchback,3561,35000-45000,40,25.0,0.06
2023-09-01,Texas,Hyundai,Electric,SUV,3165,40000-50000,64,30.0,0.05
2023-09-01,Texas,Volkswagen,Electric,SUV,2770,45000-55000,77,35.0,0.05
2023-09-01,Texas,Kia,Electric,SUV,2374,38000-48000,64,30.0,0.04
2023-09-01,Texas,Rivian,Electric,Truck,2176,70000-80000,135,50.0,0.04
2023-09-01,Texas,Chevrolet,Electric,SUV,1780,40000-50000,65,30.0,0.03
2023-09-01,Texas,Audi,Electric,SUV,1582,65000-75000,95,40.0,0.03
2023-09-01,Florida,Tesla,Electric,Sedan,11080,75000-85000,75,45.0,0.24
2023-09-01,Florida,BYD,Electric,Sedan,5540,45000-55000,60,35.0,0.12
2023-09-01,Florida,Nissan,Electric,Hatchback,3759,35000-45000,40,25.0,0.08
2023-09-01,Florida,Ford,Electric,Truck,2770,55000-65000,98,40.0,0.06
2023-09-01,Florida,Hyundai,Electric,SUV,2374,40000-50000,64,30.0,0.05
2023-09-01,Florida,Volkswagen,Electric,SUV,1978,45000-55000,77,35.0,0.04
2023-09-01,Florida,Kia,Electric,SUV,1780,38000-48000,64,30.0,0.04
2023-09-01,Florida,Chevrolet,Electric,SUV,1385,40000-50000,65,30.0,0.03
2023-09-01,Florida,Audi,Electric,SUV,1187,65000-75000,95,40.0,0.03
2023-09-01,Florida,Mercedes,Electric,Sedan,989,75000-85000,90,35.0,0.02
2023-09-01,Washington,Tesla,Electric,SUV,6727,85000-95000,100,60.0,0.26
2023-09-01,Washington,BYD,Electric,Sedan,3363,45000-55000,60,35.0,0.13
2023-09-01,Washington,Nissan,Electric,Hatchback,2176,35000-45000,40,25.0,0.08
2023-09-01,Washington,Hyundai,Electric,SUV,1780,40000-50000,64,30.0,0.07
2023-09-01,Washington,Volkswagen,Electric,SUV,1582,45000-55000,77,35.0,0.06
2023-09-01,Washington,Ford,Electric,Truck,1385,55000-65000,98,40.0,0.05
2023-09-01,Washington,Kia,Electric,SUV,1187,38000-48000,64,30.0,0.05
2023-09-01,Washington,Audi,Electric,SUV,989,65000-75000,95,40.0,0.04
2023-09-01,Washington,Chevrolet,Electric,SUV,791,40000-50000,65,30.0,0.03
2023-09-01,Washington,Rivian,Electric,Truck,593,70000-80000,135,50.0,0.02
2023-09-01,Washington,Mercedes,Electric,Sedan,395,75000-85000,90,35.0,0.02
2023-09-01,Arizona,Tesla,Electric,Sedan,5540,75000-85000,75,45.0,0.25
2023-09-01,Arizona,BYD,Electric,Sedan,2770,45000-55000,60,35.0,0.12
2023-09-01,Arizona,Nissan,Electric,Hatchback,1780,35000-45000,40,25.0,0.08
2023-09-01,Arizona,Hyundai,Electric,SUV,1385,40000-50000,64,30.0,0.06
2023-09-01,Arizona,Ford,Electric,Truck,1187,55000-65000,98,40.0,0.05
2023-09-01,Arizona,Volkswagen,Electric,SUV,989,45000-55000,77,35.0,0.04
2023-09-01,Arizona,Kia,Electric,SUV,791,38000-48000,64,30.0,0.04
